Actual SRT

Timestamp,Signal Value
Sat May 28 2022 16:00:55 GMT+0100 (British Summer Time),3.63634
Sat May 28 2022 16:15:55 GMT+0100 (British Summer Time),3.62688
Sat May 28 2022 16:30:55 GMT+0100 (British Summer Time),3.62394
Sat May 28 2022 16:45:55 GMT+0100 (British Summer Time),3.62309
Sat May 28 2022 17:00:56 GMT+0100 (British Summer Time),3.63489
Sat May 28 2022 17:15:56 GMT+0100 (British Summer Time),3.62588
Sat May 28 2022 17:30:57 GMT+0100 (British Summer Time),3.62528
Sat May 28 2022 17:45:57 GMT+0100 (British Summer Time),3.62446
Sat May 28 2022 18:00:57 GMT+0100 (British Summer Time),3.63528
Sat May 28 2022 18:15:59 GMT+0100 (British Summer Time),3.62534
Sat May 28 2022 18:30:58 GMT+0100 (British Summer Time),3.62203
Sat May 28 2022 18:45:59 GMT+0100 (British Summer Time),3.62126
Sat May 28 2022 19:00:59 GMT+0100 (British Summer Time),3.6219
Sat May 28 2022 19:16:00 GMT+0100 (British Summer Time),3.61836
Sat May 28 2022 19:31:00 GMT+0100 (British Summer Time),3.61954
Sat May 28 2022 19:46:00 GMT+0100 (British Summer Time),3.61883
Sat May 28 2022 20:01:00 GMT+0100 (British Summer Time),3.62856
Sat May 28 2022 20:16:01 GMT+0100 (British Summer Time),3.62022
Sat May 28 2022 20:31:01 GMT+0100 (British Summer Time),3.61679
Sat May 28 2022 20:46:02 GMT+0100 (British Summer Time),3.61611
Sat May 28 2022 21:01:02 GMT+0100 (British Summer Time),3.62528
Sat May 28 2022 21:16:03 GMT+0100 (British Summer Time),3.6231
Sat May 28 2022 21:31:02 GMT+0100 (British Summer Time),3.61958
Sat May 28 2022 21:46:04 GMT+0100 (British Summer Time),3.61896
Sat May 28 2022 22:01:04 GMT+0100 (British Summer Time),3.62906
Sat May 28 2022 22:16:05 GMT+0100 (British Summer Time),3.62581
Sat May 28 2022 22:31:04 GMT+0100 (British Summer Time),3.62295
Sat May 28 2022 22:46:05 GMT+0100 (British Summer Time),3.62233
Sat May 28 2022 23:01:05 GMT+0100 (British Summer Time),3.63276
Sat May 28 2022 23:16:05 GMT+0100 (British Summer Time),3.63862
Sat May 28 2022 23:31:05 GMT+0100 (British Summer Time),3.63571
Sat May 28 2022 23:45:07 GMT+0100 (British Summer Time),3.63513
Sun May 29 2022 00:00:06 GMT+0100 (British Summer Time),3.64564
Sun May 29 2022 00:15:06 GMT+0100 (British Summer Time),3.65284
Sun May 29 2022 00:30:07 GMT+0100 (British Summer Time),3.64925
Sun May 29 2022 00:45:07 GMT+0100 (British Summer Time),3.64857
Sun May 29 2022 01:00:07 GMT+0100 (British Summer Time),3.66333
Sun May 29 2022 01:15:07 GMT+0100 (British Summer Time),3.66545
Sun May 29 2022 01:30:09 GMT+0100 (British Summer Time),3.66173
Sun May 29 2022 01:45:08 GMT+0100 (British Summer Time),3.66101
Sun May 29 2022 02:00:08 GMT+0100 (British Summer Time),3.67043
Sun May 29 2022 02:15:08 GMT+0100 (British Summer Time),3.67972
Sun May 29 2022 02:30:09 GMT+0100 (British Summer Time),3.67627
Sun May 29 2022 02:45:09 GMT+0100 (British Summer Time),3.67567
Sun May 29 2022 03:00:09 GMT+0100 (British Summer Time),3.68772
Sun May 29 2022 03:15:10 GMT+0100 (British Summer Time),3.69556
Sun May 29 2022 03:30:10 GMT+0100 (British Summer Time),3.69171
Sun May 29 2022 03:45:10 GMT+0100 (British Summer Time),3.69126
Sun May 29 2022 04:00:11 GMT+0100 (British Summer Time),3.70635
Sun May 29 2022 04:15:10 GMT+0100 (British Summer Time),3.70681
Sun May 29 2022 04:30:11 GMT+0100 (British Summer Time),3.7068
Sun May 29 2022 04:45:11 GMT+0100 (British Summer Time),3.70654
Sun May 29 2022 05:00:12 GMT+0100 (British Summer Time),3.72002
Sun May 29 2022 05:15:12 GMT+0100 (British Summer Time),3.72811
Sun May 29 2022 05:30:13 GMT+0100 (British Summer Time),3.72379
Sun May 29 2022 05:45:13 GMT+0100 (British Summer Time),3.72357
Sun May 29 2022 06:00:13 GMT+0100 (British Summer Time),3.73764
Sun May 29 2022 06:15:14 GMT+0100 (British Summer Time),3.74562
Sun May 29 2022 06:30:13 GMT+0100 (British Summer Time),3.74098
Sun May 29 2022 06:45:14 GMT+0100 (British Summer Time),3.74064
Sun May 29 2022 07:00:13 GMT+0100 (British Summer Time),3.75337
Sun May 29 2022 07:15:14 GMT+0100 (British Summer Time),3.76572
Sun May 29 2022 07:30:14 GMT+0100 (British Summer Time),3.7608
Sun May 29 2022 07:45:14 GMT+0100 (British Summer Time),3.76055
Sun May 29 2022 08:00:15 GMT+0100 (British Summer Time),3.77591
Sun May 29 2022 08:15:15 GMT+0100 (British Summer Time),3.79115
Sun May 29 2022 08:30:15 GMT+0100 (British Summer Time),3.7864
Sun May 29 2022 08:45:15 GMT+0100 (British Summer Time),3.78599
Sun May 29 2022 09:00:16 GMT+0100 (British Summer Time),3.80107
Sun May 29 2022 09:15:15 GMT+0100 (British Summer Time),3.8124
Sun May 29 2022 09:30:17 GMT+0100 (British Summer Time),3.81008
Sun May 29 2022 09:45:16 GMT+0100 (British Summer Time),3.81584
Sun May 29 2022 10:00:16 GMT+0100 (British Summer Time),3.81531
Sun May 29 2022 10:15:18 GMT+0100 (British Summer Time),3.81242
Sun May 29 2022 10:30:17 GMT+0100 (British Summer Time),3.82736
Sun May 29 2022 10:45:17 GMT+0100 (British Summer Time),3.82678
Sun May 29 2022 11:00:18 GMT+0100 (British Summer Time),3.84174
Sun May 29 2022 11:15:18 GMT+0100 (British Summer Time),3.85018
Sun May 29 2022 11:30:18 GMT+0100 (British Summer Time),3.84435
Sun May 29 2022 11:45:18 GMT+0100 (British Summer Time),3.84432
Sun May 29 2022 12:00:19 GMT+0100 (British Summer Time),3.85105
Sun May 29 2022 12:15:21 GMT+0100 (British Summer Time),3.84768
Sun May 29 2022 12:30:19 GMT+0100 (British Summer Time),3.84826
Sun May 29 2022 12:45:20 GMT+0100 (British Summer Time),3.84901
Sun May 29 2022 13:00:20 GMT+0100 (British Summer Time),3.84807
Sun May 29 2022 13:15:21 GMT+0100 (British Summer Time),3.84446
Sun May 29 2022 13:30:22 GMT+0100 (British Summer Time),3.84589
Sun May 29 2022 13:45:21 GMT+0100 (British Summer Time),3.85172
Sun May 29 2022 14:00:22 GMT+0100 (British Summer Time),3.85036
Sun May 29 2022 14:15:22 GMT+0100 (British Summer Time),3.84654
Sun May 29 2022 14:30:22 GMT+0100 (British Summer Time),3.84823
Sun May 29 2022 14:45:22 GMT+0100 (British Summer Time),3.85384
Sun May 29 2022 15:00:22 GMT+0100 (British Summer Time),3.85215
Sun May 29 2022 15:15:23 GMT+0100 (British Summer Time),3.84777
Sun May 29 2022 15:30:23 GMT+0100 (British Summer Time),3.85821
Sun May 29 2022 15:45:23 GMT+0100 (British Summer Time),3.85861
Sun May 29 2022 16:00:23 GMT+0100 (British Summer Time),3.85681
Sun May 29 2022 16:15:24 GMT+0100 (British Summer Time),3.85252
Sun May 29 2022 16:30:24 GMT+0100 (British Summer Time),3.85497
Sun May 29 2022 16:45:25 GMT+0100 (British Summer Time),3.86057
Sun May 29 2022 17:00:25 GMT+0100 (British Summer Time),3.85899
Sun May 29 2022 17:15:24 GMT+0100 (British Summer Time),3.85489
Sun May 29 2022 17:30:24 GMT+0100 (British Summer Time),3.85725
Sun May 29 2022 17:45:26 GMT+0100 (British Summer Time),3.86279
Sun May 29 2022 18:00:25 GMT+0100 (British Summer Time),3.86138
Sun May 29 2022 18:15:26 GMT+0100 (British Summer Time),3.85742
Sun May 29 2022 18:30:26 GMT+0100 (British Summer Time),3.85943
Sun May 29 2022 18:45:26 GMT+0100 (British Summer Time),3.8649
Sun May 29 2022 19:00:26 GMT+0100 (British Summer Time),3.87679
Sun May 29 2022 19:15:27 GMT+0100 (British Summer Time),3.87966
Sun May 29 2022 19:30:28 GMT+0100 (British Summer Time),3.88159
Sun May 29 2022 19:45:27 GMT+0100 (British Summer Time),3.88141
Sun May 29 2022 20:00:28 GMT+0100 (British Summer Time),3.89657
Sun May 29 2022 20:15:28 GMT+0100 (British Summer Time),3.90489
Sun May 29 2022 20:30:28 GMT+0100 (British Summer Time),3.90062
Sun May 29 2022 20:45:29 GMT+0100 (British Summer Time),3.9001
Sun May 29 2022 21:00:28 GMT+0100 (British Summer Time),3.91513
Sun May 29 2022 21:15:29 GMT+0100 (British Summer Time),3.92566
Sun May 29 2022 21:30:28 GMT+0100 (British Summer Time),3.92112
Sun May 29 2022 21:45:30 GMT+0100 (British Summer Time),3.92107
Sun May 29 2022 22:00:30 GMT+0100 (British Summer Time),3.91986
Sun May 29 2022 22:15:31 GMT+0100 (British Summer Time),3.91601
Sun May 29 2022 22:30:30 GMT+0100 (British Summer Time),3.91806
Sun May 29 2022 22:45:30 GMT+0100 (British Summer Time),3.92389
Sun May 29 2022 23:00:30 GMT+0100 (British Summer Time),3.92261
Sun May 29 2022 23:15:31 GMT+0100 (British Summer Time),3.91871
Sun May 29 2022 23:30:31 GMT+0100 (British Summer Time),3.92082
Sun May 29 2022 23:45:31 GMT+0100 (British Summer Time),3.92651
Mon May 30 2022 00:00:32 GMT+0100 (British Summer Time),3.92515
Mon May 30 2022 00:15:32 GMT+0100 (British Summer Time),3.92118
Mon May 30 2022 00:30:32 GMT+0100 (British Summer Time),3.92351
Mon May 30 2022 00:45:33 GMT+0100 (British Summer Time),3.92911
Mon May 30 2022 01:01:48 GMT+0100 (British Summer Time),3.92748
Mon May 30 2022 01:15:32 GMT+0100 (British Summer Time),3.92374
Mon May 30 2022 01:30:33 GMT+0100 (British Summer Time),3.92578
Mon May 30 2022 01:45:33 GMT+0100 (British Summer Time),3.9301
Mon May 30 2022 02:00:34 GMT+0100 (British Summer Time),3.9288
Mon May 30 2022 02:15:34 GMT+0100 (British Summer Time),3.92499
Mon May 30 2022 02:30:34 GMT+0100 (British Summer Time),3.92699
Mon May 30 2022 02:45:35 GMT+0100 (British Summer Time),3.93254
Mon May 30 2022 03:00:35 GMT+0100 (British Summer Time),3.93799
Mon May 30 2022 03:15:35 GMT+0100 (British Summer Time),3.95138
Mon May 30 2022 03:30:36 GMT+0100 (British Summer Time),3.95304
Mon May 30 2022 03:45:36 GMT+0100 (British Summer Time),3.95328
Mon May 30 2022 04:02:23 GMT+0100 (British Summer Time),3.96784
Mon May 30 2022 04:15:36 GMT+0100 (British Summer Time),3.96447
Mon May 30 2022 04:30:36 GMT+0100 (British Summer Time),3.96576
Mon May 30 2022 04:45:36 GMT+0100 (British Summer Time),3.9713
Mon May 30 2022 05:00:37 GMT+0100 (British Summer Time),3.97039
Mon May 30 2022 05:15:37 GMT+0100 (British Summer Time),3.96704
Mon May 30 2022 05:30:37 GMT+0100 (British Summer Time),3.96812
Mon May 30 2022 05:45:38 GMT+0100 (British Summer Time),3.97374
Mon May 30 2022 06:00:38 GMT+0100 (British Summer Time),3.98898
Mon May 30 2022 06:15:38 GMT+0100 (British Summer Time),3.98771
Mon May 30 2022 06:30:38 GMT+0100 (British Summer Time),3.98858
Mon May 30 2022 06:45:39 GMT+0100 (British Summer Time),3.99434
Mon May 30 2022 07:00:40 GMT+0100 (British Summer Time),3.99381
Mon May 30 2022 07:15:40 GMT+0100 (British Summer Time),3.98981
Mon May 30 2022 07:30:40 GMT+0100 (British Summer Time),3.98411
Mon May 30 2022 07:45:40 GMT+0100 (British Summer Time),3.98358
Mon May 30 2022 08:00:40 GMT+0100 (British Summer Time),3.99987
Mon May 30 2022 08:15:40 GMT+0100 (British Summer Time),3.99781
Mon May 30 2022 08:30:40 GMT+0100 (British Summer Time),3.99238
Mon May 30 2022 08:45:40 GMT+0100 (British Summer Time),3.9919
Mon May 30 2022 09:00:41 GMT+0100 (British Summer Time),4.00788
Mon May 30 2022 09:15:41 GMT+0100 (British Summer Time),4.00512
Mon May 30 2022 09:30:42 GMT+0100 (British Summer Time),4.00494
Mon May 30 2022 09:45:42 GMT+0100 (British Summer Time),4.00734
Mon May 30 2022 10:00:41 GMT+0100 (British Summer Time),4.02383
Mon May 30 2022 10:15:42 GMT+0100 (British Summer Time),4.01806
Mon May 30 2022 10:30:43 GMT+0100 (British Summer Time),4.01082
Mon May 30 2022 10:45:43 GMT+0100 (British Summer Time),4.0106
Mon May 30 2022 11:00:43 GMT+0100 (British Summer Time),4.02755
Mon May 30 2022 11:15:44 GMT+0100 (British Summer Time),4.02062
Mon May 30 2022 11:30:44 GMT+0100 (British Summer Time),4.01439
Mon May 30 2022 11:45:43 GMT+0100 (British Summer Time),4.01362
Mon May 30 2022 12:00:44 GMT+0100 (British Summer Time),4.0233
Mon May 30 2022 12:15:44 GMT+0100 (British Summer Time),4.02135
Mon May 30 2022 12:30:44 GMT+0100 (British Summer Time),4.01613
Mon May 30 2022 12:45:45 GMT+0100 (British Summer Time),4.0155
Mon May 30 2022 13:00:45 GMT+0100 (British Summer Time),4.03026
Mon May 30 2022 13:15:46 GMT+0100 (British Summer Time),4.02423
Mon May 30 2022 13:30:46 GMT+0100 (British Summer Time),4.01964
Mon May 30 2022 13:45:45 GMT+0100 (British Summer Time),4.01901
Mon May 30 2022 14:00:47 GMT+0100 (British Summer Time),4.03391
Mon May 30 2022 14:15:46 GMT+0100 (British Summer Time),4.02887
Mon May 30 2022 14:30:46 GMT+0100 (British Summer Time),4.02408
Mon May 30 2022 14:45:48 GMT+0100 (British Summer Time),4.02342
Mon May 30 2022 15:00:47 GMT+0100 (British Summer Time),4.03822
Mon May 30 2022 15:15:47 GMT+0100 (British Summer Time),4.03318
Mon May 30 2022 15:30:48 GMT+0100 (British Summer Time),4.02831
Mon May 30 2022 15:45:49 GMT+0100 (British Summer Time),4.02749
Mon May 30 2022 16:00:48 GMT+0100 (British Summer Time),4.04207
Mon May 30 2022 16:15:50 GMT+0100 (British Summer Time),4.03613
Mon May 30 2022 16:30:49 GMT+0100 (British Summer Time),4.03325
Mon May 30 2022 16:45:50 GMT+0100 (British Summer Time),4.03805
Mon May 30 2022 17:00:52 GMT+0100 (British Summer Time),4.04804
Mon May 30 2022 17:15:50 GMT+0100 (British Summer Time),4.05857
Mon May 30 2022 17:30:51 GMT+0100 (British Summer Time),4.05904
Mon May 30 2022 17:45:51 GMT+0100 (British Summer Time),4.05938
Mon May 30 2022 18:00:52 GMT+0100 (British Summer Time),4.0761
Mon May 30 2022 18:15:52 GMT+0100 (British Summer Time),4.0703
Mon May 30 2022 18:30:53 GMT+0100 (British Summer Time),4.06536
Mon May 30 2022 18:45:53 GMT+0100 (British Summer Time),4.06443
Mon May 30 2022 19:00:53 GMT+0100 (British Summer Time),4.07943
Mon May 30 2022 19:15:53 GMT+0100 (British Summer Time),4.0738
Mon May 30 2022 19:30:53 GMT+0100 (British Summer Time),4.07298
Mon May 30 2022 19:45:54 GMT+0100 (British Summer Time),4.07536
Mon May 30 2022 20:00:54 GMT+0100 (British Summer Time),4.09067
Mon May 30 2022 20:15:55 GMT+0100 (British Summer Time),4.0869
Mon May 30 2022 20:30:55 GMT+0100 (British Summer Time),4.08201
Mon May 30 2022 20:45:55 GMT+0100 (British Summer Time),4.08117
Mon May 30 2022 21:00:56 GMT+0100 (British Summer Time),4.09848
Mon May 30 2022 21:15:55 GMT+0100 (British Summer Time),4.09947
Mon May 30 2022 21:30:57 GMT+0100 (British Summer Time),4.09596
Mon May 30 2022 21:45:57 GMT+0100 (British Summer Time),4.09566
Mon May 30 2022 22:01:00 GMT+0100 (British Summer Time),4.10584
Mon May 30 2022 22:15:57 GMT+0100 (British Summer Time),4.12291
Mon May 30 2022 22:30:59 GMT+0100 (British Summer Time),4.11656
Mon May 30 2022 22:45:58 GMT+0100 (British Summer Time),4.11449
Mon May 30 2022 23:00:59 GMT+0100 (British Summer Time),4.12996
Mon May 30 2022 23:15:58 GMT+0100 (British Summer Time),4.13456
Mon May 30 2022 23:30:59 GMT+0100 (British Summer Time),4.13263
Mon May 30 2022 23:46:00 GMT+0100 (British Summer Time),4.13076
Tue May 31 2022 00:01:00 GMT+0100 (British Summer Time),4.14638
Tue May 31 2022 00:16:00 GMT+0100 (British Summer Time),4.15885
Tue May 31 2022 00:31:01 GMT+0100 (British Summer Time),4.15832
Tue May 31 2022 00:46:01 GMT+0100 (British Summer Time),4.1574
Tue May 31 2022 01:02:18 GMT+0100 (British Summer Time),4.16752
Tue May 31 2022 01:16:01 GMT+0100 (British Summer Time),4.17004
Tue May 31 2022 01:31:01 GMT+0100 (British Summer Time),4.174
Tue May 31 2022 01:46:02 GMT+0100 (British Summer Time),4.17888
Tue May 31 2022 02:01:02 GMT+0100 (British Summer Time),4.17684
Tue May 31 2022 02:16:03 GMT+0100 (British Summer Time),4.18197
Tue May 31 2022 02:31:03 GMT+0100 (British Summer Time),4.1823
Tue May 31 2022 02:46:04 GMT+0100 (British Summer Time),4.18187
Tue May 31 2022 03:01:04 GMT+0100 (British Summer Time),4.20002
Tue May 31 2022 03:16:04 GMT+0100 (British Summer Time),4.21608
Tue May 31 2022 03:31:04 GMT+0100 (British Summer Time),4.21566
Tue May 31 2022 03:46:05 GMT+0100 (British Summer Time),4.21529
Tue May 31 2022 04:02:21 GMT+0100 (British Summer Time),4.22215
Tue May 31 2022 04:16:05 GMT+0100 (British Summer Time),4.22778
Tue May 31 2022 04:31:07 GMT+0100 (British Summer Time),4.22967
Tue May 31 2022 04:46:05 GMT+0100 (British Summer Time),4.22955
Tue May 31 2022 05:00:05 GMT+0100 (British Summer Time),4.24739
Tue May 31 2022 05:15:05 GMT+0100 (British Summer Time),4.2704
Tue May 31 2022 05:30:05 GMT+0100 (British Summer Time),4.27053
Tue May 31 2022 05:45:06 GMT+0100 (British Summer Time),4.27071
Tue May 31 2022 06:00:07 GMT+0100 (British Summer Time),4.27015
Tue May 31 2022 06:15:07 GMT+0100 (British Summer Time),4.27694
Tue May 31 2022 06:30:07 GMT+0100 (British Summer Time),4.28004
Tue May 31 2022 06:45:07 GMT+0100 (British Summer Time),4.28701
Tue May 31 2022 07:00:08 GMT+0100 (British Summer Time),4.28724
Tue May 31 2022 07:15:08 GMT+0100 (British Summer Time),4.3185
Tue May 31 2022 07:30:08 GMT+0100 (British Summer Time),4.32689
Tue May 31 2022 07:45:09 GMT+0100 (British Summer Time),4.32761
Tue May 31 2022 08:00:08 GMT+0100 (British Summer Time),4.34668
Tue May 31 2022 08:15:10 GMT+0100 (British Summer Time),4.37294
Tue May 31 2022 08:30:09 GMT+0100 (British Summer Time),4.37334
Tue May 31 2022 08:45:10 GMT+0100 (British Summer Time),4.37356
Tue May 31 2022 09:00:11 GMT+0100 (British Summer Time),4.37415
Tue May 31 2022 09:15:10 GMT+0100 (British Summer Time),4.38409
Tue May 31 2022 09:30:10 GMT+0100 (British Summer Time),4.38822
Tue May 31 2022 09:45:11 GMT+0100 (British Summer Time),4.38842
Tue May 31 2022 10:00:11 GMT+0100 (British Summer Time),4.38892
Tue May 31 2022 10:15:11 GMT+0100 (British Summer Time),4.3982
Tue May 31 2022 10:30:12 GMT+0100 (British Summer Time),4.41021
Tue May 31 2022 10:45:11 GMT+0100 (British Summer Time),4.42288
Tue May 31 2022 11:00:12 GMT+0100 (British Summer Time),4.42557
Tue May 31 2022 11:15:12 GMT+0100 (British Summer Time),4.43674
Tue May 31 2022 11:30:13 GMT+0100 (British Summer Time),4.45009
Tue May 31 2022 11:45:13 GMT+0100 (British Summer Time),4.46369
Tue May 31 2022 12:00:13 GMT+0100 (British Summer Time),4.46693
Tue May 31 2022 12:15:13 GMT+0100 (British Summer Time),4.47828
Tue May 31 2022 12:30:13 GMT+0100 (British Summer Time),4.49219
Tue May 31 2022 12:45:14 GMT+0100 (British Summer Time),4.5062
Tue May 31 2022 13:00:14 GMT+0100 (British Summer Time),4.50975
Tue May 31 2022 13:15:14 GMT+0100 (British Summer Time),4.52051
Tue May 31 2022 13:30:15 GMT+0100 (British Summer Time),4.53493
Tue May 31 2022 13:45:15 GMT+0100 (British Summer Time),4.54947
Tue May 31 2022 14:00:15 GMT+0100 (British Summer Time),4.55341
Tue May 31 2022 14:15:15 GMT+0100 (British Summer Time),4.56197
Tue May 31 2022 14:30:15 GMT+0100 (British Summer Time),4.5766
Tue May 31 2022 14:45:16 GMT+0100 (British Summer Time),4.59127
Tue May 31 2022 15:00:16 GMT+0100 (British Summer Time),4.59488
Tue May 31 2022 15:15:16 GMT+0100 (British Summer Time),4.60077
Tue May 31 2022 15:30:17 GMT+0100 (British Summer Time),4.61515
Tue May 31 2022 15:45:17 GMT+0100 (British Summer Time),4.62968
Tue May 31 2022 16:00:17 GMT+0100 (British Summer Time),4.63301
Tue May 31 2022 16:15:18 GMT+0100 (British Summer Time),4.63365
Tue May 31 2022 16:30:17 GMT+0100 (British Summer Time),4.64553
Tue May 31 2022 16:45:18 GMT+0100 (British Summer Time),4.6605
Tue May 31 2022 17:00:18 GMT+0100 (British Summer Time),4.66452
Tue May 31 2022 17:15:19 GMT+0100 (British Summer Time),4.66585
Tue May 31 2022 17:30:20 GMT+0100 (British Summer Time),4.67789
Tue May 31 2022 17:45:18 GMT+0100 (British Summer Time),4.69282
Tue May 31 2022 18:00:20 GMT+0100 (British Summer Time),4.69577
Tue May 31 2022 18:15:19 GMT+0100 (British Summer Time),4.69698
Tue May 31 2022 18:30:20 GMT+0100 (British Summer Time),4.70869
Tue May 31 2022 18:45:20 GMT+0100 (British Summer Time),4.72271
Tue May 31 2022 19:00:20 GMT+0100 (British Summer Time),4.72331
Tue May 31 2022 19:15:20 GMT+0100 (British Summer Time),4.72241
Tue May 31 2022 19:30:20 GMT+0100 (British Summer Time),4.7281
Tue May 31 2022 19:45:21 GMT+0100 (British Summer Time),4.74171
Tue May 31 2022 20:00:21 GMT+0100 (British Summer Time),4.74073
Tue May 31 2022 20:15:21 GMT+0100 (British Summer Time),4.73752
Tue May 31 2022 20:30:21 GMT+0100 (British Summer Time),4.75061
Tue May 31 2022 20:45:22 GMT+0100 (British Summer Time),4.76449
Tue May 31 2022 21:00:22 GMT+0100 (British Summer Time),4.76263
Tue May 31 2022 21:15:22 GMT+0100 (British Summer Time),4.76165
Tue May 31 2022 21:30:22 GMT+0100 (British Summer Time),4.776
Tue May 31 2022 21:45:23 GMT+0100 (British Summer Time),4.78995
Tue May 31 2022 22:00:23 GMT+0100 (British Summer Time),4.78878
Tue May 31 2022 22:15:23 GMT+0100 (British Summer Time),4.78756
Tue May 31 2022 22:30:23 GMT+0100 (British Summer Time),4.80254
Tue May 31 2022 22:45:24 GMT+0100 (British Summer Time),4.81548
Tue May 31 2022 23:00:24 GMT+0100 (British Summer Time),4.8149
Tue May 31 2022 23:15:24 GMT+0100 (British Summer Time),4.81429
Tue May 31 2022 23:30:25 GMT+0100 (British Summer Time),4.82978
Tue May 31 2022 23:45:25 GMT+0100 (British Summer Time),4.84079
Wed Jun 01 2022 00:00:25 GMT+0100 (British Summer Time),4.84076
Wed Jun 01 2022 00:15:25 GMT+0100 (British Summer Time),4.84074
Wed Jun 01 2022 00:30:26 GMT+0100 (British Summer Time),4.85583
Wed Jun 01 2022 00:45:25 GMT+0100 (British Summer Time),4.86517
Wed Jun 01 2022 01:01:50 GMT+0100 (British Summer Time),4.86565
Wed Jun 01 2022 01:15:27 GMT+0100 (British Summer Time),4.86604
Wed Jun 01 2022 01:30:28 GMT+0100 (British Summer Time),4.88085
Wed Jun 01 2022 01:45:26 GMT+0100 (British Summer Time),4.88842
Wed Jun 01 2022 02:00:27 GMT+0100 (British Summer Time),4.88886
Wed Jun 01 2022 02:15:27 GMT+0100 (British Summer Time),4.889
Wed Jun 01 2022 02:30:27 GMT+0100 (British Summer Time),4.90286
Wed Jun 01 2022 02:45:28 GMT+0100 (British Summer Time),4.90855
Wed Jun 01 2022 03:00:28 GMT+0100 (British Summer Time),4.90896
Wed Jun 01 2022 03:15:28 GMT+0100 (British Summer Time),4.909
Wed Jun 01 2022 03:30:28 GMT+0100 (British Summer Time),4.92199
Wed Jun 01 2022 03:45:29 GMT+0100 (British Summer Time),4.92638
Wed Jun 01 2022 04:02:23 GMT+0100 (British Summer Time),4.92642
Wed Jun 01 2022 04:15:30 GMT+0100 (British Summer Time),4.92622
Wed Jun 01 2022 04:30:30 GMT+0100 (British Summer Time),4.9379
Wed Jun 01 2022 04:45:30 GMT+0100 (British Summer Time),4.94073
Wed Jun 01 2022 05:00:30 GMT+0100 (British Summer Time),4.94058
Wed Jun 01 2022 05:15:30 GMT+0100 (British Summer Time),4.94029
Wed Jun 01 2022 05:30:30 GMT+0100 (British Summer Time),4.95074
Wed Jun 01 2022 05:45:30 GMT+0100 (British Summer Time),4.95259
Wed Jun 01 2022 06:00:31 GMT+0100 (British Summer Time),4.95273
Wed Jun 01 2022 06:15:31 GMT+0100 (British Summer Time),4.95259
Wed Jun 01 2022 06:30:31 GMT+0100 (British Summer Time),4.96242
Wed Jun 01 2022 06:45:32 GMT+0100 (British Summer Time),4.9631
Wed Jun 01 2022 07:00:31 GMT+0100 (British Summer Time),4.9634
Wed Jun 01 2022 07:15:33 GMT+0100 (British Summer Time),4.96364
Wed Jun 01 2022 07:30:33 GMT+0100 (British Summer Time),4.97013
Wed Jun 01 2022 07:45:33 GMT+0100 (British Summer Time),4.97079
Wed Jun 01 2022 08:00:33 GMT+0100 (British Summer Time),4.97098
Wed Jun 01 2022 08:15:33 GMT+0100 (British Summer Time),4.97032
Wed Jun 01 2022 08:30:33 GMT+0100 (British Summer Time),4.97418
Wed Jun 01 2022 08:45:34 GMT+0100 (British Summer Time),4.97451
Wed Jun 01 2022 09:00:33 GMT+0100 (British Summer Time),4.97395
Wed Jun 01 2022 09:15:35 GMT+0100 (British Summer Time),4.97314
Wed Jun 01 2022 09:30:34 GMT+0100 (British Summer Time),4.97825
Wed Jun 01 2022 09:45:35 GMT+0100 (British Summer Time),4.97874
Wed Jun 01 2022 10:00:35 GMT+0100 (British Summer Time),4.97902
Wed Jun 01 2022 10:15:35 GMT+0100 (British Summer Time),4.97947
Wed Jun 01 2022 10:30:35 GMT+0100 (British Summer Time),4.98533
Wed Jun 01 2022 10:45:36 GMT+0100 (British Summer Time),4.98601
Wed Jun 01 2022 11:00:36 GMT+0100 (British Summer Time),4.98745
Wed Jun 01 2022 11:15:36 GMT+0100 (British Summer Time),4.98895
Wed Jun 01 2022 11:30:37 GMT+0100 (British Summer Time),4.99182
Wed Jun 01 2022 11:45:37 GMT+0100 (British Summer Time),4.99244
Wed Jun 01 2022 12:00:37 GMT+0100 (British Summer Time),4.99388
Wed Jun 01 2022 12:15:38 GMT+0100 (British Summer Time),4.99499
Wed Jun 01 2022 12:30:38 GMT+0100 (British Summer Time),4.99706
Wed Jun 01 2022 12:45:38 GMT+0100 (British Summer Time),4.99771
Wed Jun 01 2022 13:00:38 GMT+0100 (British Summer Time),4.99949
Wed Jun 01 2022 13:15:39 GMT+0100 (British Summer Time),5.00085
Wed Jun 01 2022 13:30:39 GMT+0100 (British Summer Time),5.00326
Wed Jun 01 2022 13:45:38 GMT+0100 (British Summer Time),5.00414
Wed Jun 01 2022 14:00:39 GMT+0100 (British Summer Time),5.00616
Wed Jun 01 2022 14:15:39 GMT+0100 (British Summer Time),5.00792
Wed Jun 01 2022 14:30:41 GMT+0100 (British Summer Time),5.00935
Wed Jun 01 2022 14:45:41 GMT+0100 (British Summer Time),5.01002
Wed Jun 01 2022 15:00:39 GMT+0100 (British Summer Time),5.01158
Wed Jun 01 2022 15:15:41 GMT+0100 (British Summer Time),5.01311
Wed Jun 01 2022 15:30:41 GMT+0100 (British Summer Time),5.01436
Wed Jun 01 2022 15:45:41 GMT+0100 (British Summer Time),5.01493
